country_year;index_for_pop_infl;CO2;Country of birth/nationality;VAR;;Variable;GEN;Gender;COU;Country;YEA;Year;foreign_popul_stock;Flag Codes;Flags;year_min_1;country_year_min_1;foreign_popul_stock_min_1;foreign_popul_diff;foreign_popul_pct_change;For_pop_inflow;year_min2;country_year_min_2;foreign_popul_stock_min_2
Slovak Republic2011;Slovak Republic2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2011;2011;67976;;;2010;Slovak Republic2010;62882;5094;0.081008874;1258;2009;Slovak Republic2009;52545
Slovak Republic2012;Slovak Republic2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2012;2012;53412;;;2011;Slovak Republic2011;67976;-14564;-0.214252089;972;2010;Slovak Republic2010;62882
Slovak Republic2013;Slovak Republic2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2013;2013;56514;;;2012;Slovak Republic2012;53412;3102;0.058076837;806;2011;Slovak Republic2011;67976
Slovak Republic2014;Slovak Republic2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2014;2014;59151;;;2013;Slovak Republic2013;56514;2637;0.046661004;791;2012;Slovak Republic2012;53412
Slovak Republic2015;Slovak Republic2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2015;2015;61766;;;2014;Slovak Republic2014;59151;2615;0.044208889;1283;2013;Slovak Republic2013;56514
Slovak Republic2016;Slovak Republic2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2016;2016;65840;;;2015;Slovak Republic2015;61766;4074;0.065958618;1261;2014;Slovak Republic2014;59151
Slovak Republic2017;Slovak Republic2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2017;2017;69695;;;2016;Slovak Republic2016;65840;3855;0.058551033;1137;2015;Slovak Republic2015;61766
Slovak Republic2018;Slovak Republic2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2018;2018;72883;;;2017;Slovak Republic2017;69695;3188;0.045742162;1138;2016;Slovak Republic2016;65840
Greece1999;Greece1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;1999;1999;292040;;;1998;Greece1998;#N/A;#N/A;#N/A;#N/A;1997;Greece1997;#N/A
Greece2000;Greece2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2000;2000;273868;;;1999;Greece1999;292040;-18172;-0.062224353;#N/A;1998;Greece1998;#N/A
Greece2001;Greece2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2001;2001;304617;;;2000;Greece2000;273868;30749;0.112276717;#N/A;1999;Greece1999;292040
Greece2002;Greece2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2002;2002;355758;;;2001;Greece2001;304617;51141;0.167886231;#N/A;2000;Greece2000;273868
Greece2003;Greece2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2003;2003;436781;;;2002;Greece2002;355758;81023;0.227747514;#N/A;2001;Greece2001;304617
Greece2004;Greece2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2004;2004;472835;;;2003;Greece2003;436781;36054;0.082544799;#N/A;2002;Greece2002;355758
Greece2005;Greece2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2005;2005;533360;;;2004;Greece2004;472835;60525;0.128004484;65318;2003;Greece2003;436781
Greece2006;Greece2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2006;2006;553061;;;2005;Greece2005;533360;19701;0.036937528;63216;2004;Greece2004;472835
Greece2007;Greece2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2007;2007;570570;;;2006;Greece2006;553061;17509;0.031658352;46333;2005;Greece2005;533360
Greece2008;Greece2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2008;2008;643066;;;2007;Greece2007;570570;72496;0.127058906;42901;2006;Greece2006;553061
Greece2009;Greece2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2009;2009;733598;;;2008;Greece2008;643066;90532;0.140781817;46534;2007;Greece2007;570570
Greece2010;Greece2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2010;2010;839706;;;2009;Greece2009;733598;106108;0.144640525;33368;2008;Greece2008;643066
Greece2011;Greece2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2011;2011;810019;;;2010;Greece2010;839706;-29687;-0.035354041;23206;2009;Greece2009;733598
Greece2012;Greece2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2012;2012;757430;;;2011;Greece2011;810019;-52589;-0.064923168;17732;2010;Greece2010;839706
Greece2013;Greece2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2013;2013;768122;;;2012;Greece2012;757430;10692;0.014116156;#N/A;2011;Greece2011;810019
Greece2014;Greece2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2014;2014;687119;;;2013;Greece2013;768122;-81003;-0.105455904;#N/A;2012;Greece2012;757430
Greece2015;Greece2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2015;2015;706720;;;2014;Greece2014;687119;19601;0.028526354;#N/A;2013;Greece2013;768122
Greece2016;Greece2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2016;2016;686419;;;2015;Greece2015;706720;-20301;-0.028725662;#N/A;2014;Greece2014;687119
Greece2017;Greece2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GRC;Greece;2017;2017;538402;;;2016;Greece2016;686419;-148017;-0.215636514;#N/A;2015;Greece2015;706720
Netherlands1985;Netherlands1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1985;1985;558700;;;1984;Netherlands1984;#N/A;#N/A;#N/A;46166;1983;Netherlands1983;#N/A
Netherlands1986;Netherlands1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1986;1986;552500;;;1985;Netherlands1985;558700;-6200;-0.01109719;52800;1984;Netherlands1984;#N/A
Netherlands1987;Netherlands1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1987;1987;568000;;;1986;Netherlands1986;552500;15500;0.028054299;60900;1985;Netherlands1985;558700
Netherlands1988;Netherlands1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1988;1988;591800;;;1987;Netherlands1987;568000;23800;0.041901408;58300;1986;Netherlands1986;552500
Netherlands1989;Netherlands1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1989;1989;623700;;;1988;Netherlands1988;591800;31900;0.053903346;65400;1987;Netherlands1987;568000
Netherlands1990;Netherlands1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1990;1990;641900;;;1989;Netherlands1989;623700;18200;0.029180696;81264;1988;Netherlands1988;591800
Netherlands1991;Netherlands1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1991;1991;692400;;;1990;Netherlands1990;641900;50500;0.07867269;84337;1989;Netherlands1989;623700
Netherlands1992;Netherlands1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1992;1992;732900;;;1991;Netherlands1991;692400;40500;0.058492201;83022;1990;Netherlands1990;641900
Netherlands1993;Netherlands1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1993;1993;757408;;;1992;Netherlands1992;732900;24508;0.03343976;87573;1991;Netherlands1991;692400
Netherlands1994;Netherlands1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1994;1994;779842;;;1993;Netherlands1993;757408;22434;0.029619439;68424;1992;Netherlands1992;732900
Netherlands1995;Netherlands1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1995;1995;757138;;;1994;Netherlands1994;779842;-22704;-0.02911359;66972;1993;Netherlands1993;757408
Netherlands1996;Netherlands1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1996;1996;725400;;;1995;Netherlands1995;757138;-31738;-0.041918382;77177;1994;Netherlands1994;779842
Netherlands1997;Netherlands1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1997;1997;679900;;;1996;Netherlands1996;725400;-45500;-0.062724014;76736;1995;Netherlands1995;757138
Netherlands1998;Netherlands1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1998;1998;678100;;;1997;Netherlands1997;679900;-1800;-0.002647448;81701;1996;Netherlands1996;725400
Netherlands1999;Netherlands1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;1999;1999;662400;;;1998;Netherlands1998;678100;-15700;-0.023152927;78365;1997;Netherlands1997;679900
Netherlands2000;Netherlands2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2000;2000;651500;;;1999;Netherlands1999;662400;-10900;-0.016455314;91383;1998;Netherlands1998;678100
Netherlands2001;Netherlands2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2001;2001;667802;;;2000;Netherlands2000;651500;16302;0.025022256;94507;1999;Netherlands1999;662400
Netherlands2002;Netherlands2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2002;2002;690393;;;2001;Netherlands2001;667802;22591;0.033828889;86619;2000;Netherlands2000;651500
Netherlands2003;Netherlands2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2003;2003;699954;;;2002;Netherlands2002;690393;9561;0.013848634;73566;2001;Netherlands2001;667802
Netherlands2004;Netherlands2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2004;2004;702185;;;2003;Netherlands2003;699954;2231;0.003187352;65121;2002;Netherlands2002;690393
Netherlands2005;Netherlands2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2005;2005;699351;;;2004;Netherlands2004;702185;-2834;-0.004035973;63415;2003;Netherlands2003;699954
Netherlands2006;Netherlands2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2006;2006;691357;;;2005;Netherlands2005;699351;-7994;-0.011430598;67657;2004;Netherlands2004;702185
Netherlands2007;Netherlands2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2007;2007;681932;;;2006;Netherlands2006;691357;-9425;-0.013632609;80258;2005;Netherlands2005;699351
Netherlands2008;Netherlands2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2008;2008;688375;;;2007;Netherlands2007;681932;6443;0.009448156;103356;2006;Netherlands2006;691357
Netherlands2009;Netherlands2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2009;2009;719494;;;2008;Netherlands2008;688375;31119;0.045206464;50790;2007;Netherlands2007;681932
Netherlands2010;Netherlands2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2010;2010;735197;;;2009;Netherlands2009;719494;15703;0.02182506;54825;2008;Netherlands2008;688375
Netherlands2011;Netherlands2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2011;2011;760368;;;2010;Netherlands2010;735197;25171;0.034237082;58718;2009;Netherlands2009;719494
Netherlands2012;Netherlands2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2012;2012;786057;;;2011;Netherlands2011;760368;25689;0.033784957;57978;2010;Netherlands2010;735197
Netherlands2013;Netherlands2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2013;2013;796243;;;2012;Netherlands2012;786057;10186;0.012958348;61225;2011;Netherlands2011;760368
Netherlands2014;Netherlands2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2014;2014;816031;;;2013;Netherlands2013;796243;19788;0.02485171;67604;2012;Netherlands2012;786057
Netherlands2015;Netherlands2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2015;2015;847272;;;2014;Netherlands2014;816031;31241;0.038284085;76512;2013;Netherlands2013;796243
Netherlands2016;Netherlands2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2016;2016;900504;;;2015;Netherlands2015;847272;53232;0.062827522;86195;2014;Netherlands2014;816031
Netherlands2017;Netherlands2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2017;2017;972300;;;2016;Netherlands2016;900504;71796;0.079728685;91476;2015;Netherlands2015;847272
Netherlands2018;Netherlands2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;NLD;Netherlands;2018;2018;1040810;;;2017;Netherlands2017;972300;68510;0.070461792;#N/A;2016;Netherlands2016;900504
Finland1985;Finland1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1985;1985;16800;;;1984;Finland1984;#N/A;#N/A;#N/A;2590;1983;Finland1983;#N/A
Finland1986;Finland1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1986;1986;17000;;;1985;Finland1985;16800;200;0.011904762;2715;1984;Finland1984;#N/A
Finland1987;Finland1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1987;1987;17300;;;1986;Finland1986;17000;300;0.017647059;2798;1985;Finland1985;16800
Finland1988;Finland1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1988;1988;17700;;;1987;Finland1987;17300;400;0.023121387;3247;1986;Finland1986;17000
Finland1989;Finland1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1989;1989;18700;;;1988;Finland1988;17700;1000;0.056497175;4206;1987;Finland1987;17300
Finland1990;Finland1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1990;1990;21200;;;1989;Finland1989;18700;2500;0.13368984;6492;1988;Finland1988;17700
Finland1991;Finland1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1991;1991;26600;;;1990;Finland1990;21200;5400;0.254716981;12357;1989;Finland1989;18700
Finland1992;Finland1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1992;1992;37600;;;1991;Finland1991;26600;11000;0.413533835;10350;1990;Finland1990;21200
Finland1993;Finland1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1993;1993;46250;;;1992;Finland1992;37600;8650;0.230053191;10874;1991;Finland1991;26600
Finland1994;Finland1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1994;1994;55587;;;1993;Finland1993;46250;9337;0.201881081;7633;1992;Finland1992;37600
Finland1995;Finland1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1995;1995;62012;;;1994;Finland1994;55587;6425;0.115584579;7345;1993;Finland1993;46250
Finland1996;Finland1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1996;1996;68566;;;1995;Finland1995;62012;6554;0.105689221;7539;1994;Finland1994;55587
Finland1997;Finland1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1997;1997;73754;;;1996;Finland1996;68566;5188;0.075664323;8147;1995;Finland1995;62012
Finland1998;Finland1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1998;1998;80600;;;1997;Finland1997;73754;6846;0.092822084;4319;1996;Finland1996;68566
Finland1999;Finland1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;1999;1999;85060;;;1998;Finland1998;80600;4460;0.055334988;3990;1997;Finland1997;73754
Finland2000;Finland2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2000;2000;87680;;;1999;Finland1999;85060;2620;0.030801787;4632;1998;Finland1998;80600
Finland2001;Finland2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2001;2001;91074;;;2000;Finland2000;87680;3394;0.038708942;5480;1999;Finland1999;85060
Finland2002;Finland2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2002;2002;98577;;;2001;Finland2001;91074;7503;0.082383556;4913;2000;Finland2000;87680
Finland2003;Finland2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2003;2003;103682;;;2002;Finland2002;98577;5105;0.051786928;4689;2001;Finland2001;91074
Finland2004;Finland2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2004;2004;107003;;;2003;Finland2003;103682;3321;0.032030632;5629;2002;Finland2002;98577
Finland2005;Finland2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2005;2005;108346;;;2004;Finland2004;107003;1343;0.01255105;6118;2003;Finland2003;103682
Finland2006;Finland2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2006;2006;113852;;;2005;Finland2005;108346;5506;0.050818674;6505;2004;Finland2004;107003
Finland2007;Finland2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2007;2007;121739;;;2006;Finland2006;113852;7887;0.069274145;7984;2005;Finland2005;108346
Finland2008;Finland2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2008;2008;132708;;;2007;Finland2007;121739;10969;0.090102597;8745;2006;Finland2006;113852
Finland2009;Finland2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2009;2009;143256;;;2008;Finland2008;132708;10548;0.079482774;8430;2007;Finland2007;121739
Finland2010;Finland2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2010;2010;155705;;;2009;Finland2009;143256;12449;0.086900374;8365;2008;Finland2008;132708
Finland2011;Finland2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2011;2011;167954;;;2010;Finland2010;155705;12249;0.078667994;9706;2009;Finland2009;143256
Finland2012;Finland2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2012;2012;183133;;;2011;Finland2011;167954;15179;0.090375936;11102;2010;Finland2010;155705
Finland2013;Finland2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2013;2013;195511;;;2012;Finland2012;183133;12378;0.067590221;11355;2011;Finland2011;167954
Finland2014;Finland2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2014;2014;207511;;;2013;Finland2013;195511;12000;0.061377621;11474;2012;Finland2012;183133
Finland2015;Finland2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2015;2015;219675;;;2014;Finland2014;207511;12164;0.058618579;9830;2013;Finland2013;195511
Finland2016;Finland2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2016;2016;229765;;;2015;Finland2015;219675;10090;0.04593149;11360;2014;Finland2014;207511
Finland2017;Finland2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2017;2017;243639;;;2016;Finland2016;229765;13874;0.060383435;10419;2015;Finland2015;219675
Finland2018;Finland2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;FIN;Finland;2018;2018;249452;;;2017;Finland2017;243639;5813;0.02385907;#N/A;2016;Finland2016;229765
Romania2007;Romania2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2007;2007;49346;;;2006;Romania2006;#N/A;#N/A;#N/A;#N/A;2005;Romania2005;#N/A
Romania2008;Romania2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2008;2008;44756;;;2007;Romania2007;49346;-4590;-0.093016658;#N/A;2006;Romania2006;#N/A
Romania2009;Romania2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2009;2009;56745;;;2008;Romania2008;44756;11989;0.267874698;#N/A;2007;Romania2007;49346
Romania2010;Romania2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2010;2010;59062;;;2009;Romania2009;56745;2317;0.040831791;#N/A;2008;Romania2008;44756
Romania2011;Romania2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2011;2011;59559;;;2010;Romania2010;59062;497;0.008414886;#N/A;2009;Romania2009;56745
Romania2012;Romania2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2012;2012;57211;;;2011;Romania2011;59559;-2348;-0.039423093;#N/A;2010;Romania2010;59062
Romania2013;Romania2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2013;2013;102759;;;2012;Romania2012;57211;45548;0.796140602;#N/A;2011;Romania2011;59559
Romania2014;Romania2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2014;2014;98975;;;2013;Romania2013;102759;-3784;-0.036824025;#N/A;2012;Romania2012;57211
Romania2015;Romania2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2015;2015;98586;;;2014;Romania2014;98975;-389;-0.003930285;#N/A;2013;Romania2013;102759
Romania2016;Romania2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ROU;Romania;2016;2016;104139;;;2015;Romania2015;98586;5553;0.056326456;#N/A;2014;Romania2014;98975
Japan1951;Japan1951Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1951;1951;598700;;;1950;Japan1950;#N/A;#N/A;#N/A;#N/A;1949;Japan1949;#N/A
Japan1952;Japan1952Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1952;1952;622000;;;1951;Japan1951;598700;23300;0.038917655;#N/A;1950;Japan1950;#N/A
Japan1953;Japan1953Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1953;1953;594000;;;1952;Japan1952;622000;-28000;-0.045016077;#N/A;1951;Japan1951;598700
Japan1954;Japan1954Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1954;1954;619900;;;1953;Japan1953;594000;25900;0.043602694;#N/A;1952;Japan1952;622000
Japan1955;Japan1955Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1955;1955;620000;;;1954;Japan1954;619900;100;0.000161316;#N/A;1953;Japan1953;594000
Japan1956;Japan1956Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1956;1956;641500;;;1955;Japan1955;620000;21500;0.034677419;#N/A;1954;Japan1954;619900
Japan1957;Japan1957Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1957;1957;638100;;;1956;Japan1956;641500;-3400;-0.005300078;#N/A;1955;Japan1955;620000
Japan1958;Japan1958Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1958;1958;667000;;;1957;Japan1957;638100;28900;0.045290707;#N/A;1956;Japan1956;641500
Japan1959;Japan1959Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1959;1959;677000;;;1958;Japan1958;667000;10000;0.014992504;#N/A;1957;Japan1957;638100
Japan1960;Japan1960Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1960;1960;686600;;;1959;Japan1959;677000;9600;0.014180207;#N/A;1958;Japan1958;667000
Japan1961;Japan1961Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1961;1961;650600;;;1960;Japan1960;686600;-36000;-0.052432275;#N/A;1959;Japan1959;677000
Japan1962;Japan1962Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1962;1962;640400;;;1961;Japan1961;650600;-10200;-0.015677836;#N/A;1960;Japan1960;686600
Japan1963;Japan1963Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;JPN;Japan;1963;1963;645000;;;1962;Japan1962;640400;4600;0.007183011;#N/A;1961;Japan1961;650600
