country_year;index_for_pop_infl;CO2;Country of birth/nationality;VAR;;Variable;GEN;Gender;COU;Country;YEA;Year;foreign_popul_stock;Flag Codes;Flags;year_min_1;country_year_min_1;foreign_popul_stock_min_1;foreign_popul_diff;foreign_popul_pct_change;For_pop_inflow;year_min2;country_year_min_2;foreign_popul_stock_min_2
Italy1997;Italy1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1997;1997;986020;;;1996;Italy1996;729159;256861;0.352270218;#N/A;1995;Italy1995;677791
Italy1998;Italy1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1998;1998;1022896;;;1997;Italy1997;986020;36876;0.037398836;110966;1996;Italy1996;729159
Italy1999;Italy1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;1999;1999;1090820;;;1998;Italy1998;1022896;67924;0.066403623;74677;1997;Italy1997;986020
Italy2000;Italy2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2000;2000;1340655;;;1999;Italy1999;1090820;249835;0.229034121;91731;1998;Italy1998;1022896
Italy2001;Italy2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2001;2001;1379749;;;2000;Italy2000;1340655;39094;0.029160373;86524;1999;Italy1999;1090820
Italy2002;Italy2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2002;2002;1448392;;;2001;Italy2001;1379749;68643;0.049750353;81670;2000;Italy2000;1340655
Italy2003;Italy2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2003;2003;1549373;;;2002;Italy2002;1448392;100981;0.069719385;219128;2001;Italy2001;1379749
Italy2004;Italy2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2004;2004;1990159;;;2003;Italy2003;1549373;440786;0.284493147;195145;2002;Italy2002;1448392
Italy2005;Italy2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2005;2005;2402157;;;2004;Italy2004;1990159;411998;0.20701763;151921;2003;Italy2003;1549373
Italy2006;Italy2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2006;2006;2670514;;;2005;Italy2005;2402157;268357;0.111715013;141064;2004;Italy2004;1990159
Italy2007;Italy2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2007;2007;2938922;;;2006;Italy2006;2670514;268408;0.100507992;281135;2005;Italy2005;2402157
Italy2008;Italy2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2008;2008;3432651;;;2007;Italy2007;2938922;493729;0.167996633;268685;2006;Italy2006;2670514
Italy2009;Italy2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2009;2009;3402435;;;2008;Italy2008;3432651;-30216;-0.008802526;224716;2007;Italy2007;2938922
Italy2010;Italy2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2010;2010;3648128;;;2009;Italy2009;3402435;245693;0.072210931;235649;2008;Italy2008;3432651
Italy2011;Italy2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2011;2011;3879224;;;2010;Italy2010;3648128;231096;0.063346462;185601;2009;Italy2009;3402435
Italy2012;Italy2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2012;2012;4052081;;;2011;Italy2011;3879224;172857;0.044559685;165784;2010;Italy2010;3648128
Italy2013;Italy2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2013;2013;4387721;;;2012;Italy2012;4052081;335640;0.082831513;146620;2011;Italy2011;3879224
Italy2014;Italy2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2014;2014;4921272;;;2013;Italy2013;4387721;533551;0.12160094;125473;2012;Italy2012;4052081
Italy2015;Italy2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2015;2015;5014437;;;2014;Italy2014;4921272;93165;0.018931081;116439;2013;Italy2013;4387721
Italy2016;Italy2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2016;2016;5026854;;;2015;Italy2015;5014437;12417;0.00247625;115581;2014;Italy2014;4921272
Italy2017;Italy2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2017;2017;5047028;;;2016;Italy2016;5026854;20174;0.004013246;125183;2015;Italy2015;5014437
Italy2018;Italy2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ITA;Italy;2018;2018;5144440;;;2017;Italy2017;5047028;97412;0.019300864;#N/A;2016;Italy2016;5026854
Portugal1981;Portugal1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1981;1981;50800;;;1980;Portugal1980;#N/A;#N/A;#N/A;#N/A;1979;Portugal1979;#N/A
Portugal1982;Portugal1982Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1982;1982;54400;;;1981;Portugal1981;50800;3600;0.070866142;#N/A;1980;Portugal1980;#N/A
Portugal1983;Portugal1983Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1983;1983;58700;;;1982;Portugal1982;54400;4300;0.079044118;#N/A;1981;Portugal1981;50800
Portugal1984;Portugal1984Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1984;1984;67500;;;1983;Portugal1983;58700;8800;0.149914821;#N/A;1982;Portugal1982;54400
Portugal1985;Portugal1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1985;1985;73400;;;1984;Portugal1984;67500;5900;0.087407407;#N/A;1983;Portugal1983;58700
Portugal1986;Portugal1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1986;1986;79600;;;1985;Portugal1985;73400;6200;0.084468665;#N/A;1984;Portugal1984;67500
Portugal1987;Portugal1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1987;1987;87000;;;1986;Portugal1986;79600;7400;0.092964824;#N/A;1985;Portugal1985;73400
Portugal1988;Portugal1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1988;1988;89800;;;1987;Portugal1987;87000;2800;0.032183908;#N/A;1986;Portugal1986;79600
Portugal1989;Portugal1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1989;1989;94700;;;1988;Portugal1988;89800;4900;0.054565702;#N/A;1987;Portugal1987;87000
Portugal1990;Portugal1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1990;1990;101000;;;1989;Portugal1989;94700;6300;0.066525871;#N/A;1988;Portugal1988;89800
Portugal1991;Portugal1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1991;1991;107800;;;1990;Portugal1990;101000;6800;0.067326733;#N/A;1989;Portugal1989;94700
Portugal1992;Portugal1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1992;1992;114000;;;1991;Portugal1991;107800;6200;0.057513915;13735;1990;Portugal1990;101000
Portugal1993;Portugal1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1993;1993;122348;;;1992;Portugal1992;114000;8348;0.07322807;9852;1991;Portugal1991;107800
Portugal1994;Portugal1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1994;1994;131595;;;1993;Portugal1993;122348;9247;0.075579495;5653;1992;Portugal1992;114000
Portugal1995;Portugal1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1995;1995;157073;;;1994;Portugal1994;131595;25478;0.19360918;5025;1993;Portugal1993;122348
Portugal1996;Portugal1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1996;1996;168316;;;1995;Portugal1995;157073;11243;0.071578183;3644;1994;Portugal1994;131595
Portugal1997;Portugal1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1997;1997;172900;;;1996;Portugal1996;168316;4584;0.027234488;3298;1995;Portugal1995;157073
Portugal1998;Portugal1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1998;1998;175263;;;1997;Portugal1997;172900;2363;0.013666859;6485;1996;Portugal1996;168316
Portugal1999;Portugal1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;1999;1999;177774;;;1998;Portugal1998;175263;2511;0.01432704;10541;1997;Portugal1997;172900
Portugal2000;Portugal2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2000;2000;190896;;;1999;Portugal1999;177774;13122;0.073812819;15932;1998;Portugal1998;175263
Portugal2001;Portugal2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2001;2001;207607;;;2000;Portugal2000;190896;16711;0.087539812;151433;1999;Portugal1999;177774
Portugal2002;Portugal2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2002;2002;350503;;;2001;Portugal2001;207607;142896;0.688300491;71974;2000;Portugal2000;190896
Portugal2003;Portugal2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2003;2003;413304;;;2002;Portugal2002;350503;62801;0.17917393;31754;2001;Portugal2001;207607
Portugal2004;Portugal2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2004;2004;434252;;;2003;Portugal2003;413304;20948;0.050684242;34096;2002;Portugal2002;350503
Portugal2005;Portugal2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2005;2005;449182;;;2004;Portugal2004;434252;14930;0.034380959;28092;2003;Portugal2003;413304
Portugal2006;Portugal2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2006;2006;415934;;;2005;Portugal2005;449182;-33248;-0.074018995;22457;2004;Portugal2004;434252
Portugal2007;Portugal2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2007;2007;420189;;;2006;Portugal2006;415934;4255;0.010229988;32599;2005;Portugal2005;449182
Portugal2008;Portugal2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2008;2008;435736;;;2007;Portugal2007;420189;15547;0.037000017;36939;2006;Portugal2006;415934
Portugal2009;Portugal2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2009;2009;440592;;;2008;Portugal2008;435736;4856;0.011144363;31896;2007;Portugal2007;420189
Portugal2010;Portugal2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2010;2010;454191;;;2009;Portugal2009;440592;13599;0.03086529;26083;2008;Portugal2008;435736
Portugal2011;Portugal2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2011;2011;445262;;;2010;Portugal2010;454191;-8929;-0.01965913;23420;2009;Portugal2009;440592
Portugal2012;Portugal2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2012;2012;436822;;;2011;Portugal2011;445262;-8440;-0.018955132;20134;2010;Portugal2010;454191
Portugal2013;Portugal2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2013;2013;417042;;;2012;Portugal2012;436822;-19780;-0.045281602;16632;2011;Portugal2011;445262
Portugal2014;Portugal2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2014;2014;401320;;;2013;Portugal2013;417042;-15722;-0.037698841;17333;2012;Portugal2012;436822
Portugal2015;Portugal2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2015;2015;395195;;;2014;Portugal2014;401320;-6125;-0.015262135;18196;2013;Portugal2013;417042
Portugal2016;Portugal2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2016;2016;388731;;;2015;Portugal2015;395195;-6464;-0.016356482;22944;2014;Portugal2014;401320
Portugal2017;Portugal2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2017;2017;397731;;;2016;Portugal2016;388731;9000;0.023152257;29747;2015;Portugal2015;395195
Portugal2018;Portugal2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;PRT;Portugal;2018;2018;421711;;;2017;Portugal2017;397731;23980;0.060292006;#N/A;2016;Portugal2016;388731
Sweden1961;Sweden1961Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1961;1961;190600;;;1960;Sweden1960;#N/A;#N/A;#N/A;#N/A;1959;Sweden1959;#N/A
Sweden1971;Sweden1971Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1971;1971;411300;;;1970;Sweden1970;#N/A;#N/A;#N/A;#N/A;1969;Sweden1969;#N/A
Sweden1974;Sweden1974Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1974;1974;397500;;;1973;Sweden1973;#N/A;#N/A;#N/A;#N/A;1972;Sweden1972;#N/A
Sweden1975;Sweden1975Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1975;1975;401200;;;1974;Sweden1974;397500;3700;0.009308176;#N/A;1973;Sweden1973;#N/A
Sweden1976;Sweden1976Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1976;1976;409900;;;1975;Sweden1975;401200;8700;0.021684945;#N/A;1974;Sweden1974;397500
Sweden1977;Sweden1977Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1977;1977;418000;;;1976;Sweden1976;409900;8100;0.019760917;#N/A;1975;Sweden1975;401200
Sweden1978;Sweden1978Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1978;1978;424400;;;1977;Sweden1977;418000;6400;0.015311005;#N/A;1976;Sweden1976;409900
Sweden1979;Sweden1979Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1979;1979;424400;;;1978;Sweden1978;424400;0;0;#N/A;1977;Sweden1977;418000
Sweden1980;Sweden1980Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1980;1980;424100;;;1979;Sweden1979;424400;-300;-0.00070688;#N/A;1978;Sweden1978;424400
Sweden1981;Sweden1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1981;1981;421700;;;1980;Sweden1980;424100;-2400;-0.005659043;#N/A;1979;Sweden1979;424400
Sweden1982;Sweden1982Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1982;1982;414000;;;1981;Sweden1981;421700;-7700;-0.018259426;#N/A;1980;Sweden1980;424100
Sweden1983;Sweden1983Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SWE;Sweden;1983;1983;405500;;;1982;Sweden1982;414000;-8500;-0.020531401;#N/A;1981;Sweden1981;421700
